CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U01100RJ2018PTC062500,RAJ ORGANIC SEEDS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-09-18,Rajasthan,1000000,600000,1100,"Agriculture, hunting and related service activities","HOUSE NO. 148, WARD NO. 1 JAIN MANDIR, KAMA GATE, TH. DEEG DEEG , Bharatpur Unclassified RJ 321203",RoC-Jaipur,hariom9413@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC062578,IMPACT SEHKAR PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-10-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","I-59, NEW CIVIL LINES NEAR STADIUM HANUMANGARH JUNCTION HANUMANGARH , Hanumangarh Unclassified RJ 335512",RoC-Jaipur,ceo@impactsehkar.com,31-03-20,31-03-20
U01100RJ2018PTC062726,SADHBHAVANA KRISHAK PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,16-10-18,Rajasthan,1000000,618000,1100,"Agriculture, hunting and related service activities","C/O KAMAL S/O GHANSHYAM, VILLAGE GURYATA TEHSIL SANGOD KOTA , Kota Unclassified RJ 325601",RoC-Jaipur,sadbhavanakrishakfpo@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC062844,AJAYKISAN PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,26-10-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","Plot no. 104, Ganesh Vihar Colony Sirsi Mod, Sirsi Road JAIPUR , Jaipur Unclassified RJ 302012",RoC-Jaipur,reshikeshpareek@gmail.com,NA,NA
U01100RJ2018PTC062914,KISANTREAT AGRITECH INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,01-11-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","11, Nanu Marg, Devi Nagar New Sanganer Road JAIPUR , Jaipur Unclassified RJ 302019",RoC-Jaipur,pariksitsai@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC062929,DHOLA MARU AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-11-18,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","G/II/5 LIC FLATS SECTOR 2 VIDHYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302039",RoC-Jaipur,DHOLAMARUAGRO@gmail.com,NA,NA
U01100RJ2018PTC062935,SODHANI BIOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-11-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","P NO -277 MAHAVEER NAGAR-2 JAIPUR , Jaipur Unclassified RJ 302018",RoC-Jaipur,saboomahendra@rediffmail.com,31-03-20,31-03-20
U01100RJ2018PTC063088,AGS SECURE SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-11-18,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","C/O BHOOP SINGH, VILLAGE- SHYAMPURA TEHSIL-BANSUR, ALWAR , Alwar Unclassified RJ 301402",RoC-Jaipur,pinkiyibhayak@gmail.com,NA,NA
U01100RJ2018PTC063103,NATUREFEEL AGRO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-11-18,Rajasthan,15000000,400000,1100,"Agriculture, hunting and related service activities","C-1, 1st FLOOR, CHANDPOLE ANAJ MANDI, S.C. ROAD JAIPUR , Jaipur Unclassified RJ 302001",RoC-Jaipur,naturefeelagro@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC063124,TIMCY AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-11-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","H-70, INDIRA NAGAR , JHUNJHUNUN, , Jhunjhunun Unclassified RJ 333001",RoC-Jaipur,SUNNYDAHIYA53@GMAIL.COM,31-03-20,31-03-20
U01100RJ2018PTC063267,EASCEND CONNECT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-12-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A 53, MANGALAM CITY, KALWAR ROAD, JAIPUR JAIPUR , Jaipur Unclassified RJ 302012",RoC-Jaipur,sandeep8840@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC063316,DHIR FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-12-18,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","GRAM BADHKALAN BIDARKHA KI DHANI GANGAPUR CITY SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 322201",RoC-Jaipur,Jainsunil1@Gmail.com,NA,NA
U01100RJ2018PTC063369,DINANATH FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-12-18,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","RAIGARO KI DHANI BAMAN BARODA SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 322201",RoC-Jaipur,Jainsunil1@Gmail.com,NA,NA
U01100RJ2018PTC063375,LADNUN KISHAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-12-18,Rajasthan,1000000,764000,1100,"Agriculture, hunting and related service activities","C/O - RAMI DEVI, TANKI CHOURAHA VILLAGE NIMBI JODHA TEHSIL- LADNUN NAGAUR , Nagaur Unclassified RJ 341306",RoC-Jaipur,BHANWARLALBIRDA1969@GMAIL.COM,31-03-20,31-03-20
U01100RJ2018PTC063376,IMPREXIS OVERSEAS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-12-18,Rajasthan,100000,50000,1100,"Agriculture, hunting and related service activities","VYAPARIYON KA MOHALLA, BEHIND OSWALO KA NYATI NOHRA JODHPUR , Jodhpur Unclassified RJ 342001",RoC-Jaipur,imprexisoverseas@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC063427,DEACON AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-12-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O BHANWAR LAL SAINI, SINGODIA BHAWAN LOSAL SIKAR , Sikar Unclassified RJ 332025",RoC-Jaipur,rajesh.medigroup@gmail.com,31-03-19,31-03-20
U01100RJ2019FTC067478,EXTENDSMART AGRITECH INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Subsidiary of Foreign Company,20-12-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. E 124, SCHEME NO.5E, HANUMAN NAGAR, BEED KHATIPURA JAIPUR , Jaipur Unclassified RJ 302021",RoC-Jaipur,krishna_infrastructure@yahoo.com,NA,NA
U01100RJ2019OPC064622,IDA ORIGINS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,16-04-19,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","11, Shubham Complex New Fatehpura UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,amit_cajain1987@rediffmail.com,31-03-20,31-03-20
U01100RJ2019OPC065281,NC7 BUSINESS SOLUTIONS (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,12-06-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-174, Flat No. G-103 Sumer Complex,Gautam Marg, C-Scheme, JAIPUR , Jaipur Unclassified RJ 302001",RoC-Jaipur,nc7businesssolutions@gmail.com,31-03-20,31-03-20
U01100RJ2019OPC067053,JEEVANMUSHROOM (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,19-11-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","KAILASHEE DEVI W/O MANGAL RAM MEENA RAMU PATEL KI DHANI, VP DANTLI, SANGANER JAIPUR , Jaipur Unclassified RJ 303012",RoC-Jaipur,MUSHROOMJEEVAN@GMAIL.COM,31-03-20,31-03-20
U01100RJ2019PLC067016,RAJ KISAN HOTRICULTURE AND AGRO LIMITED,Active,Public,Company limited by Shares,Non-govt company,15-11-19,Rajasthan,1500000,1500000,1100,"Agriculture, hunting and related service activities","H. NO 430, BANGALI MANDIR KE PICHE, RANI BAZAR, BIKANER BIKANER , Bikaner Unclassified RJ 334001",RoC-Jaipur,rajkissanhorticulture@gmail.com,NA,NA
U01100RJ2019PTC063632,KISAN VRIDHI BIO PLANTTEC PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,15-01-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","H. No.6-A Ratan Vilas, Subhash Marg KOTA , Kota Unclassified RJ 324001",RoC-Jaipur,solankiajay3279@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC063645,BANSWARA AGRIFARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,16-01-19,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","KHEMJI PATIDAR K-1 MAIN ROAD, WARD NO 4 BAJWANA BANSWARA , Banswara Unclassified RJ 327025",RoC-Jaipur,ronakraja89@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC063723,VFIRST FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-01-19,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","BINEGA SAWAI MADHOPUR SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 322219",RoC-Jaipur,jainsunil1@gmail.com,NA,NA
U01100RJ2019PTC063882,MGS FARMING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-02-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O MOHAMMED GFOOR, PLOT NO. 19 KOTLA DHOLPUR , Dholpur Unclassified RJ 328001",RoC-Jaipur,mail.adway@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC063912,AUTOGREEN SYSTEMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-02-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","205, MAHIMA HERITAGE, CENTRAL SPINE VIDHAYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302039",RoC-Jaipur,divya.garg8764@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC063969,PPP AGRIWORKS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-02-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-84/R R K PURAM KOTA , Kota Unclassified RJ 324010",RoC-Jaipur,prernajain3005@gmail.com,NA,NA
U01100RJ2019PTC063996,SR AGRI CROP INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-02-19,Rajasthan,1000000,1000000,1100,"Agriculture, hunting and related service activities","LUCKY STONE SUPPLIER NEAR CELEBRATION CAFE 1ST FLOOR OFF NO 3 HIRAN MAGRI UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,sragricorpindia@gmail.com,NA,NA
U01100RJ2019PTC064075,DIVYADHARA ORGANICS AND CHEMICALRESEARCH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-4, SANTOSH NAGAR GARIYAWAS UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,hitesh1591@gmail.com,NA,NA
U01100RJ2019PTC064084,NAVPRAGATI FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","CHISHA SULTANPUR CHISHA GADEPAN KOTA , Kota Unclassified RJ 325204",RoC-Jaipur,ajaymehta4567@gmail.com,NA,NA
U01100RJ2019PTC064085,ATG AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-19,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","OLD BUS STAND SARMATHURA TEH. SARMATHURA DHOLPUR , Dholpur Unclassified RJ 328026",RoC-Jaipur,zakirdlp786@gmail.com,NA,NA
U01100RJ2019PTC064086,KRISHAK VIKAS AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-19,Rajasthan,1000000,135000,1100,"Agriculture, hunting and related service activities","C/O \x96 BHIKAM CHAND, VEER TEJA COLONY , NEAR BUS STAND, MAIN ROAD,FATEHPURA,TEH PISANGAN AJMER , Ajmer Unclassified RJ 305204",RoC-Jaipur,bhikamrjat21@gmail.com,NA,31-03-20
U01100RJ2019PTC064115,BLOOM CROPSCIENCE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-02-19,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","169/11 SUBHASH NAGAR AJMER , Ajmer Unclassified RJ 305001",RoC-Jaipur,dineshmaheshwari64@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC064311,AOLS AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-03-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","304, KUSUM VIHAR, D -17 RAM NAGARIA, JAGATPURA JAIPUR , Jaipur Unclassified RJ 302017",RoC-Jaipur,amitpathak28393@gmail.com,31-03-19,31-03-19
U01100RJ2019PTC064391,MEDIAGRO INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-03-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","24, NEAR BUS STAND AND JODHPUR SWEET HOME BUS STAND LOSAL SIKAR , Sikar Unclassified RJ 332025",RoC-Jaipur,prakashbugalia99@gmail.com,31-03-19,31-03-19
U01100RJ2019PTC064399,KALAGRAM GREEN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,27-03-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","L-332DOBUL STORRY CHITRKUT NAGAR BHUWANA UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,sunilsinghal_co@rediffmail.com,31-03-20,31-03-20
U01100RJ2019PTC064401,PUSHKARAJ FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,27-03-19,Rajasthan,1000000,10000,1100,"Agriculture, hunting and related service activities","C/O \x96 RAJENDRA RAJPUT, MAKAN NO. 170, RAVANA RAJPUT MOHALLA AJMER , Ajmer Unclassified RJ 305022",RoC-Jaipur,rameshsingh.pimongan@gmail.com,NA,NA
U01100RJ2019PTC064539,BADOULI AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-04-19,Rajasthan,1000000,910000,1100,"Agriculture, hunting and related service activities","VILL- LAXMANGARH NEAR PUNJAB NATIONAL BANK ALWAR , Alwar Unclassified RJ 321607",RoC-Jaipur,kumar.amit944@gmail.com,NA,NA
U01100RJ2019PTC064560,FERN AGRI SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-04-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","12, panchavati colony saipau road DHOLPUR , Dholpur Unclassified RJ 328001",RoC-Jaipur,manoj3814215@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC064580,NAVHAL CROP PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-04-19,Rajasthan,1000000,130000,1100,"Agriculture, hunting and related service activities","H NO. D-26 NEW COLONY BUNDI , Bundi Unclassified RJ 323001",RoC-Jaipur,navhalcropproducercompany@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC064668,AMLAAN ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-04-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","AJEETPURA,JERTHI KUDAAN,TEH-DHOD SIKAR , Sikar Unclassified RJ 332031",RoC-Jaipur,rvassociatesrj@gmail.com,NA,NA
U01100RJ2019PTC064699,MUNDRO AGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,23-04-19,Rajasthan,1000000,256000,1100,"Agriculture, hunting and related service activities","C/o BALRAM JAT NIRAMALA JAGIR, TEHSIL -SHRIMADHOPUR DISTT - SIKAR SIKAR , Sikar Unclassified RJ 332212",RoC-Jaipur,RAKESHSMADHOPUR@GMAIL.COM,NA,NA
U01100RJ2019PTC064732,JALSOO AGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,26-04-19,Rajasthan,1000000,425500,1100,"Agriculture, hunting and related service activities","C/o SUMAN KANWAR, MAIN BAZAAR, NANGAL LADI, JAIPUR RAJASTHAN JAIPUR , Jaipur Unclassified RJ 303701",RoC-Jaipur,SHIVDAMER@GMAIL.COM,NA,NA
U01100RJ2019PTC064805,JAI MANSA MATA AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,02-05-19,Rajasthan,500000,328000,1100,"Agriculture, hunting and related service activities","VILL- KANDOULI, NEAR KANDOULI BAI PASS RAJGARH ALWAR , Alwar Unclassified RJ 331023",RoC-Jaipur,kumar.amit944@gmail.com,NA,NA
U01100RJ2019PTC064879,AK DAIRY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-05-19,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","109 A, Industrial Area Road No 10, Rani Bazar BIKANER , Bikaner Unclassified RJ 334001",RoC-Jaipur,bafna.ankit96@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC064906,JAY KRISHI DHAN MARKETING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,13-05-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","77, B Block Sriganganagar Sriganganagar , Sriganga Nagar Unclassified RJ 335001",RoC-Jaipur,sunilshikshabishnoi@gmail.com,31-03-20,NA
U01100RJ2019PTC064910,UNNATISHEEL FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,13-05-19,Rajasthan,500000,11000,1100,"Agriculture, hunting and related service activities","DEENADAYAL S/O BHUDAR RAM, WARD NO. 9 VILL PO PEHAL, TEHSIL MUNDAWAR ALWAR , Alwar Unclassified RJ 301404",RoC-Jaipur,ceo@unnatisheel-fpc.in,NA,NA
U01100RJ2019PTC065002,JOHARI AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-05-19,Rajasthan,10000000,200000,1100,"Agriculture, hunting and related service activities","A-22, ARJUN NAGAR BHARATPUR , Bharatpur Unclassified RJ 321001",RoC-Jaipur,radhey7421@gmail.com,NA,NA
U01100RJ2019PTC065065,GREENSPACE NURSERY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-05-19,Rajasthan,1500000,1500000,1100,"Agriculture, hunting and related service activities","301, THIRD FLOOR WONDER MALL ALWAR , Alwar Unclassified RJ 301001",RoC-Jaipur,greenspacenurserypvtltd@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC065071,JAVIK KISAAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-05-19,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","WARD NO 28 TEH BHADRA , Hanumangarh Unclassified RJ 335501",RoC-Jaipur,info@javikkisaan.com,31-03-20,31-03-20
U01100RJ2019PTC065190,HERAMBH AGRO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-06-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O SHANKAR LAL RAJAWAT, VIL. MOZMABAD, MERAPURA TIRAYHA, PHAGI ROAD, MOZMABAD, MOZMABAD , Jaipur Unclassified RJ 303009",RoC-Jaipur,Jaymaamahakali2018@gmail.com,NA,NA
U01100RJ2019PTC065247,GREEN TANGENTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-06-19,Rajasthan,1000000,591000,1100,"Agriculture, hunting and related service activities","Plot no.1 Jhotwara Industrial Area, Jhotwara, JAIPUR , Jaipur Unclassified RJ 302016",RoC-Jaipur,info@greentangents.com,31-03-20,31-03-20
U01100RJ2019PTC065386,NKB FARMTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-06-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O BADRI JAT GRAM - JAICHANDPURA JAIPUR , Jaipur Unclassified RJ 303120",RoC-Jaipur,DEV_NATH_PATHAK@YAHOO.CO.IN,NA,NA
U01100RJ2019PTC065397,AGRO GARD FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,21-06-19,Rajasthan,500000,98000,1100,"Agriculture, hunting and related service activities","RAMESHWAR DAYAL S/O PRAHALAD VILL JALALPUR, NA JALALPUR ALWAR , Alwar Unclassified RJ 301411",RoC-Jaipur,fpojalalpurmeharchand@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC065416,KISANBHUMI AGRITECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-06-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","11, Nanu Marg Devi Nagar, New Sanganer Road, JAIPUR , Jaipur Unclassified RJ 302020",RoC-Jaipur,Rajendra.lora@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC065523,KRUSHUK AAJEEVIKA PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-19,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","KHEDA ALAMSAR TEHSIL CHOUHTAN BARMER , Barmer Unclassified RJ 344702",RoC-Jaipur,rocfillingmailbox@rediffmail.com,NA,NA
U01100RJ2019PTC065658,RUDRAKSH AGROTECH & RESEARCH PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,17-07-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","CO CHAMPA LAL NAGAR, HOUSING BOARD WARD NO. 5, AMAPURA, BARAN, RAJASTHAN BARAN , Baran Unclassified RJ 325205",RoC-Jaipur,rambiloda77@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC065753,STOCKMAN NEXUS TECHNOLOGIES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,24-07-19,Rajasthan,500000,250000,1100,"Agriculture, hunting and related service activities","C/O PRINCE SALIM, 151, BAKRA MANDI KE SAMNE,BEAWAR ROAD, DOURAI AJMER , Ajmer Unclassified RJ 305001",RoC-Jaipur,sangam.prince@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC065918,FOUR FARMERS AGRO FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-08-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","S-2, VCUBE LAVENDER PLOT NO. 166A, VISHVESHARIYA NAGAR TRIVENI NAGAR, JAIPUR , Jaipur Unclassified RJ 302018",RoC-Jaipur,KESHAVMD@GMAIL.COM,NA,NA
U01100RJ2019PTC065936,NEW RATABARDA KISAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,09-08-19,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","Jawati kala Choraha, Grade Ke pass khatkhad Road BUNDI , Bundi Unclassified RJ 323001",RoC-Jaipur,rajendrafpobnd@gmail.com,NA,NA
U01100RJ2019PTC066020,AGRIECO SKILL INNOVATION INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-08-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","29, SANTI NAGAR, NEAR RANAWAT POULTRY FARM HIRAN MAGRI UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,mukeshsuthar20@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC066059,RANTHAMBHORE FARMER SAMRIDDHI PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-08-19,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","S/O SH PRAHLAD SINGH I H S COLONY BAJARIYA SAWAI MADHOPUR SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 302027",RoC-Jaipur,cajainamit1987@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC066092,RADHA RANI AGRO CROPS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-08-19,Rajasthan,1000000,500000,1100,"Agriculture, hunting and related service activities","F-1541 I. G. C., KHARA BIKANER , Bikaner Unclassified RJ 334601",RoC-Jaipur,radharanipulses@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC066149,ASKY AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-08-19,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","S/o. KEREG NINAMA, C/o. RAMLAL NINAMA, GARH JAHANPURA, BANSWARA , Banswara Unclassified RJ 327001",RoC-Jaipur,askysevagroups10000@gmail.com,31-03-20,31-03-20
U01100RJ2019PTC066202,AAOSA INTERNATIONAL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-09-19,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","P.No.06 Parshvnath, Enclave-III,Gram Syosinghpura, Kallawala Vatika Road SANGANER , Jaipur Unclassified RJ 303905",RoC-Jaipur,Knath623@gmail.com,NA,NA
U01100RJ2019PTC066332,LUNKARANSAR KISSAN UNNATI NIRANTARTAPRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-19,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","8 , ROJHA , ROJHAN LUNKARANSAR BIKANER , Bikaner Unclassified RJ 334603",RoC-Jaipur,bikanerfpo@gmail.com,31-03-20,31-03-20
